code,name,price,discount,image,discount_image,heart_count,star_rating,date_retrieved
쿠퍼비전,쿠퍼비젼 1DAY - 클래리티 난시 (30P),"27,000원",50%,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20240227_377d4044fd9a118743f11a0c7a5c9c688830b71b454aa68d0266d1f7b5b30a59_700x875x02,https://img.davichmarket.com/image/image-view?type=ICON&id1=20240628_1719536995910.png,"2,579",4.5,2025-03-31
라이트 컬렉션,1MONTH - 라이트 셀레네 블랙 (1P),"5,000원",NA,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20250312_62f90be1861bb88603e8e7ee32b3d487a99e176ab8db160cb9f8ec0f72fb7b3e_700x875x02,https://img.davichmarket.com/image/image-view?type=ICON&id1=20240628_1719536995910.png,"3,224",0,2025-03-31
쿠퍼비전,쿠퍼비젼 1DAY - 클래리티 근시 대용량 (90P),"58,000원",50%,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20230004_G1903111713_4489.jpg,https://img.davichmarket.com/image/image-view?type=ICON&id1=20240628_1719536995910.png,"2,133",5,2025-03-31
쿠퍼비전,쿠퍼비젼 1DAY - 클래리티 원데이 근시 (30P),"23,000원",50%,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20240227_3dec8d1e0963146ef976a7da6f501bb8a1354232cb9b8ec44b8cc8829ba57df2_700x875x02,https://img.davichmarket.com/image/image-view?type=ICON&id1=20240628_1719536995910.png,"2,036",0,2025-03-31
라이트 컬렉션,1MONTH - 라이트 오브제 초코 (1P),"5,000원",NA,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20250313_59ff87fefac73168224a0060349ed2213bb05170eea6df81b4fdf6fc12d155e7_700x875x02,https://img.davichmarket.com/image/image-view?type=ICON&id1=20240628_1719536995910.png,"5,408",0,2025-03-31
라이트 컬렉션,1MONTH - 라이트 셀레네 브라운 (1P),"5,000원",NA,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20250312_c9814bf2833d98d71777fe40bd59d661c44d1b166a5f6e040367aa3890c25d1b_700x875x02,https://img.davichmarket.com/image/image-view?type=ICON&id1=20240628_1719536995910.png,"2,864",0,2025-03-31
라이트 컬렉션,1MONTH - 라이트 팬시 그레이 (1P),"5,000원",NA,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20250312_98b04e47fc003e164a35083c443bbb0a4bebd543f01f3732c66b42a56996bb96_700x875x02,https://img.davichmarket.com/image/image-view?type=ICON&id1=20240628_1719536995910.png,"3,936",3,2025-03-31
라이트 컬렉션,1MONTH - 라이트 팬시 애쉬핑크 (1P),"5,000원",NA,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20250312_7e0cd8b5c6028218add2e01c0ae3f8327f08d8195d18620723b6edc25ad3b569_700x875x02,https://img.davichmarket.com/image/image-view?type=ICON&id1=20240628_1719536995910.png,"4,442",5,2025-03-31
알콘,알콘 1DAY - 토탈원 워터렌즈 근시 (30P),"36,000원",43%,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20230004_G2005290927_7743.jpg,https://img.davichmarket.com/image/image-view?type=ICON&id1=20220102_low.png,"1,022",5,2025-03-31
아큐브,아큐브 1DAY - 오아시스 근시 (30P),"36,000원",45%,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20230004_G2010061434_8316.jpg,https://img.davichmarket.com/image/image-view?type=ICON&id1=20220102_low.png,766,0,2025-03-31
아큐브,아큐브 1DAY - 오아시스 난시 (30P),"41,000원",47%,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20240223_549ce92ee2dcbecb11481b42aaf64401a685d7b00a4d37d3a460d00ceca5422a_700x875x02,https://img.davichmarket.com/image/image-view?type=ICON&id1=20220102_low.png,816,0,2025-03-31
DAVICHLENS,3DAY 아쿠아 클리어 (30P),"39,000원",26%,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20250325_b67e18fbcf1f7610890656a695e8a00f6d0383f408ae143885ee6b9db0a60d0d_700x875x02,https://img.davichmarket.com/image/image-view?type=ICON&id1=20240628_1719536995910.png,"1,179",4.3,2025-03-31
라이트 컬렉션,1MONTH - 라이트 오브제 그레이 (1P),"5,000원",NA,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20250313_4fa672adcb380d3c25dd914a78336b1757518f4d8af161e02a65f80e77c5e6d0_700x875x02,https://img.davichmarket.com/image/image-view?type=ICON&id1=20240628_1719536995910.png,"4,938",0,2025-03-31
라이트 컬렉션,1MONTH - 라이트 하이틴트 브라운 (1P),"5,000원",NA,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20250313_f2fb0b43b138484b8c378706b7bcd71901eb9879531f84e28318602905f7777c_700x875x02,https://img.davichmarket.com/image/image-view?type=ICON&id1=20240628_1719536995910.png,"4,192",0,2025-03-31
DAVICHLENS,1DAY 그레이스 브라운 (30P),"29,000원",41%,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20250321_08dc81b56714a2574fff783e2b1be0bcd177f36b7949b17435c0bf045589c329_700x875x02,https://img.davichmarket.com/image/image-view?type=ICON&id1=20240628_1719536995910.png,678,5,2025-03-31
쿠퍼비전,쿠퍼비젼 1DAY - 마이데이 난시 (30P),"39,000원",39%,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20240105_209765a8a7ff097bb233680063cf9cceba3314fc386a8043b18ec0cd62d4f824_700x875x02,https://img.davichmarket.com/image/image-view?type=ICON&id1=20240628_1719536995910.png,524,4,2025-03-31
