code,name,price,discount,image,discount_image,heart_count,star_rating,date_retrieved
알콘,알콘 1DAY - 토탈원 워터렌즈 난시 (90p),"124,000원",31%,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20231031_2d3ab404ddce57c37a9dd4cfb205b0acc5ee2673157490a62284240437a5e476_700x875x02,https://img.davichmarket.com/image/image-view?type=ICON&id1=20220102_low.png,44,0,2024-06-05
DAVICHLENS,1MONTH 핫세 그란데 브라운 (2P),"20,000원",NA,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20230801_e1d6aff375268dd813f2a60237e91e93b0b8fa5be9449348114436edf96f228b_700x875x02,NA,128,0,2024-06-05
아큐브,아큐브 1DAY - 영디파인 래디언트 스윗 (30P),"54,000원",NA,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20230004_G2010120908_8342.jpg,NA,51,0,2024-06-05
아큐브,아큐브 1DAY - 영디파인 차밍 (30P),"54,000원",NA,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20230004_G2010120920_8343.jpg,NA,66,0,2024-06-05
바슈롬,바슈롬 1DAY - 레이셀 스파클링 블랙 (30P),"28,000원",43%,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20230004_G2101121559_8552.jpg,NA,93,0,2024-06-05
인터로조,클라렌 1DAY - 아이리스  난시 헤일로그레이 (30P),"45,000원",18%,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20220624_fd590204077beb7345f7b0b5d1f04fbb768145ab20139bebe7fb5a6bb79f4391_735x645x02,https://img.davichmarket.com/image/image-view?type=ICON&id1=20220102_low.png,64,0,2024-06-05
아큐브,아큐브 1DAY - 디파인 내츄럴샤인 (30P),"59,000원",NA,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20230004_G2010120925_8344.jpg,NA,35,0,2024-06-05
아큐브,아큐브 1DAY - 영디파인 래디언트 시크 (30P),"54,000원",NA,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20230004_G2010081511_8331.jpg,NA,41,0,2024-06-05
바슈롬,바슈롬 1DAY - 레이셀 베이비 브라운 (30P),"28,000원",43%,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20230004_G2107271724_8796.jpg,NA,46,0,2024-06-05
DAVICHLENS,1MONTH 무드 블랙 (2P),"20,000원",NA,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20230801_57472a9a29a26c22597ee64a476332ccd3b02187bdba10842a37765d75a602e8_700x875x02,NA,115,0,2024-06-05
바슈롬,바슈롬 1DAY - 레이셀 트윙클 브라운 (30P),"28,000원",43%,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20230004_G2101121615_8555.jpg,NA,80,0,2024-06-05
DAVICHLENS,1MONTH 아이딜링 블루 (2P),"20,000원",NA,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20230004_G2304261642_9975_1.jpg,NA,100,0,2024-06-05
바슈롬,바슈롬 1DAY  - 레이셀 밤비 브라운 (30P),"28,000원",43%,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20230004_G2107271126_8794.jpg,NA,64,0,2024-06-05
DAVICHLENS,1MONTH 리썸 그레이 (2P),"20,000원",33%,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20230004_G2304301854_9990_1.jpg,NA,95,0,2024-06-05
DAVICHLENS,1MOTNH 미닝 브라운 (2P),"25,000원",17%,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20240226_a3eb40e88c18dda97f4ff7d79d855f3c4fa85e6d772ccf7e7d629918a66f6d5f_700x875x02,https://img.davichmarket.com/image/image-view?type=ICON&id1=20220102_new.png,50,0,2024-06-05
바슈롬,바슈롬 1DAY - 레이셀 메리모카 (30P),"28,000원",43%,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20230004_G2305261019_10140.jpg,https://img.davichmarket.com/image/image-view?type=ICON&id1=20220102_low.png,90,0,2024-06-05
DAVICHLENS,1DAY 디어비 그레이 (30P),"29,000원",41%,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20231031_3febed697ce8397881cf2b1faee773e2061d29915d14ae1eb98c42ad46cbbc66_700x875x02,https://img.davichmarket.com/image/image-view?type=ICON&id1=20220102_low.png,132,0,2024-06-05
DAVICHLENS,1MONTH 퓨어링 올리브 (2P),"15,000원",NA,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20231222_916377e73bfda4bc698908dfaf4af10d5e2426d77886e4219400035e19d5e771_700x875x02,NA,112,0,2024-06-05
라이트 컬렉션,1MONTH - 라이트 하이틴트 그레이 (1P),"5,000원",NA,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20240313_0b3cd84fbcf9743a3a582dfd075963fdcc14cefae88b2128c5687121193a5001_700x875x02,NA,441,0,2024-06-05
DAVICHLENS,1MONTH 돌체링 브라운 (2P),"15,000원",NA,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20240223_194655075cd9ad47e08a0e431f957e8ae87164766a899f5cb37dd5a038aa0c74_700x875x02,NA,76,0,2024-06-05
DAVICHLENS,1MONTH 무드 초코 (2P),"20,000원",NA,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20230801_0e15fec9b6378c122f7de19d9975fb73680b4028c0d69eb0f35b0a618a85da21_700x875x02,NA,71,0,2024-06-05
바슈롬,바슈롬 1DAY - 레이셀 크리스탈 브라운 (30P),"28,000원",43%,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20230004_G2101121613_8554.jpg,NA,56,0,2024-06-05
라이트 컬렉션,1MONTH - 라이트 피오라 브라운 (1P),"5,000원",NA,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20231107_64b8c4880a64040263777887be9111236d3736e60f099deda204cb58908f3ccd_700x875x02,NA,281,0,2024-06-05
DAVICHLENS,1MONTH 핫세 그레이 (2P),"20,000원",NA,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20230801_d8d0dfbbddbc1a25388ae6afeba8bb6c23d2107cab4a7ea2183740ab6fcbdb5b_700x875x02,NA,78,0,2024-06-05
